amenities,host_response_rate,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,summary_len,houserules_len,Manhattan,Brooklyn,Queens,Others,Entire_home,Private_room,Shared_room,price
20,0.98,6,1,2,3,400,100,4,5,338,7,100,1.72,82,183,1,0,0,0,1,0,0,416
11,0.9,3,1,1,1,0,75,3,25,13,13,100,3.86,81,1,0,1,0,0,1,0,0,100
48,1,4,1,2,2,0,125,1,0,153,13,94,2.98,77,31,0,1,0,0,1,0,0,235
12,1,2,1,1,1,0,0,1,10,43,7,100,3.13,79,1,0,1,0,0,0,1,0,45
12,1,5,1,1,3,200,40,2,20,82,12,97,2.98,79,1,0,0,1,0,1,0,0,180
42,1,2,1,1,1,0,45,1,15,168,13,91,3.22,65,1,1,0,0,0,0,1,0,50
27,1,5,1,1,2,0,150,1,0,332,1,100,0.58,79,119,1,0,0,0,1,0,0,160
16,1,2,1,1,1,200,60,1,0,255,16,98,4.17,25,137,1,0,0,0,0,1,0,150
14,1,2,1,1,1,1000,100,1,0,0,3,100,0.98,69,1,1,0,0,0,1,0,0,150
6,0.86,2,1,1,2,300,35,1,0,12,1,80,0.33,21,19,1,0,0,0,1,0,0,137
22,0.94,8,1,3,4,0,150,1,0,318,8,88,2.18,43,4,1,0,0,0,1,0,0,350
9,1,2,1,1,1,0,100,1,0,233,13,97,3.15,78,1,1,0,0,0,0,1,0,275
9,0.8,3,1,1,2,1000,80,2,50,75,3,80,0.99,70,6,0,0,1,0,1,0,0,150
17,0.64,4,1,1,2,0,149,2,25,191,9,78,2.13,40,1,1,0,0,0,1,0,0,125
11,1,2,1,1,1,0,40,1,45,9,3,93,0.9,93,22,0,1,0,0,0,1,0,70
9,1,2,1,1,1,300,60,1,0,0,2,90,0.65,80,1,1,0,0,0,1,0,0,166
8,1,2,1,1,1,0,75,1,0,5,1,100,0.25,40,1,1,0,0,0,1,0,0,115
25,0.98,2,1,0,1,500,120,2,5,342,1,80,0.59,79,190,1,0,0,0,1,0,0,165
21,0.98,4,1,1,2,500,120,2,5,345,1,80,0.63,44,190,1,0,0,0,1,0,0,160
6,0.9,2,1,0,0,0,25,2,25,4,7,94,1.72,48,18,0,1,0,0,1,0,0,102
50,1,5,1,2,2,100,80,1,80,351,5,100,1.47,47,13,0,1,0,0,1,0,0,190
9,0.89,4,1,2,3,0,20,4,20,83,10,92,2.46,78,2,0,1,0,0,1,0,0,168
15,1,3,1,0,1,200,120,1,0,3,4,100,1.01,16,15,1,0,0,0,1,0,0,170
28,1,2,1,1,1,300,15,2,20,222,18,93,4.43,1,35,0,1,0,0,0,1,0,85
3,1,3,1,1,1,250,35,2,35,42,6,100,1.51,89,1,1,0,0,0,1,0,0,125
14,0.92,2,1,0,1,0,30,1,10,14,7,86,1.89,90,1,0,1,0,0,1,0,0,95
41,0.9,6,1,1,2,0,0,4,5,269,3,80,1.8,64,171,1,0,0,0,0,1,0,100
35,0.9,4,1,1,2,0,0,4,5,317,4,75,1.69,81,171,1,0,0,0,0,1,0,100
41,0.9,4,2,1,1,0,0,4,5,324,1,100,0.68,60,171,1,0,0,0,0,1,0,100
51,1,2,1,1,1,0,0,2,5,299,1,100,0.45,89,144,1,0,0,0,0,1,0,100
16,0.83,2,1,1,1,0,0,2,5,288,6,93,2.81,25,127,1,0,0,0,0,1,0,209
16,0.83,4,1,1,2,0,0,4,5,281,1,100,0.45,43,89,1,0,0,0,0,1,0,250
16,0.83,2,1,1,1,0,0,2,5,288,1,100,0.88,32,89,1,0,0,0,0,1,0,230
16,0.83,2,1,1,1,0,0,2,5,252,2,100,0.74,54,89,1,0,0,0,0,1,0,230
36,0.76,4,1,1,2,0,0,2,20,353,10,72,4.55,70,167,1,0,0,0,0,1,0,379
43,0.76,2,1,1,1,0,0,2,10,358,4,95,1.54,77,167,1,0,0,0,0,1,0,359
33,0.76,2,1,1,1,0,0,2,10,351,6,80,2.54,70,167,1,0,0,0,0,1,0,304
8,1,7,1,3,4,300,165,1,0,129,9,87,2.31,57,178,1,0,0,0,1,0,0,149
14,1,1,1,0,1,200,100,1,0,43,1,80,0.61,89,31,1,0,0,0,1,0,0,73
7,1,4,2,2,2,0,75,1,50,0,3,100,0.79,60,1,1,0,0,0,1,0,0,200
25,1,4,1,2,2,150,125,4,50,40,7,100,2.26,34,5,0,0,1,0,1,0,0,300
10,1,5,1,3,4,200,160,2,20,338,5,85,1.2,48,19,1,0,0,0,1,0,0,185
31,1,7,1,3,4,0,0,5,15,123,10,92,2.48,77,1,0,0,1,0,1,0,0,180
20,1,2,1,1,1,100,0,1,10,160,13,98,3.42,49,22,0,1,0,0,0,1,0,80
47,1,7,1,2,2,0,100,4,40,51,27,96,6.69,88,3,1,0,0,0,1,0,0,234
16,1,3,1,1,2,0,200,1,0,311,1,100,0.75,5,1,1,0,0,0,1,0,0,120
19,0.86,1,1,1,1,500,20,1,20,152,2,100,1.82,1,6,0,0,1,0,0,1,0,55
4,1,4,1,1,2,0,60,1,0,8,1,100,0.7,35,7,1,0,0,0,1,0,0,170
20,1,4,1,1,1,500,125,2,25,60,9,98,3.51,29,165,0,1,0,0,1,0,0,189
21,1,2,1.5,1,1,0,95,1,0,301,12,100,4,79,44,0,1,0,0,1,0,0,175
11,1,2,1,1,1,0,70,2,40,121,1,100,0.48,58,6,0,1,0,0,1,0,0,130
10,1,2,1,1,1,0,20,1,30,55,23,96,5.9,37,49,1,0,0,0,0,1,0,94
17,1,6,2,2,2,999,150,4,50,242,2,100,2,77,166,0,1,0,0,1,0,0,375
4,1,1,2,1,1,0,72,1,0,32,1,100,0.77,76,14,1,0,0,0,0,1,0,27
10,1,2,1,1,1,250,100,1,0,122,1,100,1,91,27,0,1,0,0,1,0,0,250
13,1,4,1,2,2,0,60,1,0,0,4,85,1.2,83,1,0,1,0,0,1,0,0,175
17,1,3,1,1,1,0,60,2,20,0,1,100,0.28,86,23,0,1,0,0,1,0,0,50
9,1,4,1.5,3,2,0,80,1,15,68,6,93,1.49,36,1,0,1,0,0,1,0,0,160
33,1,2,2,1,1,100,30,1,20,177,17,100,4.21,74,26,1,0,0,0,0,1,0,80
18,1,3,1,1,1,0,35,2,35,227,17,91,4.51,44,182,0,1,0,0,0,1,0,75
11,1,2,1,1,1,0,10,1,15,45,22,96,5.2,94,11,0,1,0,0,0,1,0,55
12,1,3,1,1,1,500,125,2,25,33,8,94,2.24,11,165,1,0,0,0,1,0,0,150
12,1,2,1,1,1,250,75,2,50,0,5,92,1.39,62,1,1,0,0,0,1,0,0,111
24,0.98,2,1,0,1,400,120,2,5,113,9,89,2.35,82,183,1,0,0,0,1,0,0,262
24,0.98,2,1,0,1,400,120,2,5,133,9,96,2.31,82,183,1,0,0,0,1,0,0,244
24,0.98,2,1,0,1,400,120,2,5,105,8,93,1.95,82,183,1,0,0,0,1,0,0,240
18,1,4,1,1,1,0,15,2,30,309,6,77,1.54,50,1,0,0,1,0,1,0,0,110
11,1,2,1,1,1,0,25,1,25,365,10,94,2.46,96,18,0,1,0,0,0,1,0,38
9,0.98,2,1,1,1,0,10,1,8,208,17,99,6.46,81,57,0,0,1,0,0,1,0,33
48,1,2,1,1,1,0,65,1,25,360,4,100,1.85,81,1,0,1,0,0,0,1,0,100
60,1,2,1,1,1,100,75,1,25,354,6,100,2.54,83,36,0,1,0,0,0,1,0,110
8,1,2,1,1,1,0,90,1,0,179,3,100,1.15,81,18,0,1,0,0,1,0,0,250
33,1,2,1,1,1,200,50,1,0,208,13,98,3.71,73,181,0,0,1,0,0,1,0,85
8,0.99,4,1,0,1,100,50,4,30,145,5,92,1.69,68,26,0,0,1,0,1,0,0,85
14,1,2,1,1,1,100,15,1,20,0,3,100,2.5,8,1,1,0,0,0,0,1,0,80
7,1,2,1,1,1,100,20,1,0,89,6,100,1.61,97,29,0,0,1,0,0,1,0,70
6,1,5,1,1,2,0,100,2,15,22,15,91,4.21,40,1,1,0,0,0,1,0,0,181
11,0.8,2,1,1,2,0,0,1,15,125,2,100,2,51,48,1,0,0,0,0,1,0,65
50,1,2,1,1,1,100,25,3,10,89,12,97,2.95,86,42,0,0,1,0,0,1,0,70
8,1,2,1.5,1,1,0,0,1,15,0,1,100,0.25,47,38,0,1,0,0,0,1,0,51
8,1,2,1,1,1,0,65,1,0,11,7,94,2.73,83,1,1,0,0,0,0,1,0,140
7,1,2,1,1,1,0,40,1,60,60,1,100,0.52,83,1,0,0,1,0,1,0,0,170
18,1,2,1,1,1,0,75,1,10,85,2,100,0.55,43,1,0,0,1,0,0,1,0,79
15,1,2,1,1,1,100,25,2,30,180,9,98,2.35,47,27,0,0,1,0,0,1,0,55
8,1,4,1,2,2,200,135,1,0,151,9,84,3.03,71,176,1,0,0,0,1,0,0,149
21,1,3,1,2,1,0,40,2,25,0,8,100,2.03,87,73,0,1,0,0,1,0,0,99
14,1,2,1,1,2,300,60,1,25,5,1,100,0.43,86,1,0,1,0,0,0,1,0,55
13,1,5,2,2,2,400,120,1,0,95,19,96,6.2,69,8,1,0,0,0,1,0,0,400
28,1,6,1,2,3,0,38,4,10,90,4,90,1.05,90,27,0,0,1,0,0,1,0,115
43,1,4,1,2,3,300,100,1,0,40,12,100,3.13,63,19,0,1,0,0,1,0,0,175
13,1,4,1,1,1,500,200,1,0,159,2,100,0.77,48,1,0,1,0,0,1,0,0,150
29,1,3,1,1,1,500,100,1,0,227,9,98,2.33,61,6,0,1,0,0,1,0,0,140
10,1,2,1,1,1,0,60,1,0,50,8,85,2.4,72,1,1,0,0,0,0,1,0,80
22,1,2,1,0,1,200,50,1,0,34,13,98,3.17,83,16,1,0,0,0,1,0,0,145
8,1,2,1,1,0,0,40,1,10,4,2,90,1.33,36,1,0,1,0,0,0,1,0,50
16,1,5,1,2,4,400,60,2,25,30,19,96,5.18,41,27,0,1,0,0,1,0,0,145
7,1,2,2,1,1,0,75,1,5,32,1,80,0.79,76,14,1,0,0,0,0,1,0,33
6,0.98,2,1,1,1,0,13,1,10,155,6,76,2.02,35,34,1,0,0,0,0,1,0,75
4,1,2,1,1,1,0,20,1,20,2,6,97,1.82,1,24,1,0,0,0,1,0,0,130
31,0.76,2,1,1,1,0,0,2,10,364,18,77,6.59,70,167,1,0,0,0,0,1,0,339
14,1,3,1,1,2,500,125,2,25,2,8,95,2.67,46,166,0,1,0,0,1,0,0,200
13,1,2,1,1,1,0,19,1,15,0,7,100,1.72,82,39,0,1,0,0,0,1,0,76
24,0.98,2,1,0,1,400,120,2,5,82,5,88,1.32,82,183,1,0,0,0,1,0,0,231
17,1,2,2,1,1,200,150,1,0,104,7,100,2.44,83,1,1,0,0,0,1,0,0,300
14,1,4,1,2,2,300,50,4,100,2,1,100,1,47,21,0,0,1,0,1,0,0,300
9,1,5,1,1,3,200,120,1,0,149,14,91,3.96,112,1,1,0,0,0,1,0,0,290
43,1,6,1,2,4,0,95,4,10,297,20,93,5.56,1,176,0,1,0,0,1,0,0,135
11,1,2,1,1,1,0,80,2,0,47,4,100,1.85,73,1,1,0,0,0,1,0,0,168
11,0.8,2,1,1,0,0,60,1,0,32,12,100,3.16,79,14,1,0,0,0,1,0,0,250
17,1,2,1,1,1,0,60,1,0,36,14,99,3.96,61,14,1,0,0,0,0,1,0,125
47,0.94,2,1,1,1,0,5,1,0,142,18,90,4.7,86,199,0,1,0,0,0,1,0,70
11,1,4,1,2,2,0,70,4,30,243,8,98,2.16,80,15,0,1,0,0,1,0,0,110
22,1,6,1,2,4,200,80,4,20,280,11,100,3.37,77,36,0,1,0,0,1,0,0,180
18,1,2,1,1,1,150,100,1,0,192,8,100,2.96,42,27,1,0,0,0,1,0,0,300
18,0.9,8,2,3,4,500,199,4,29,81,10,98,2.68,92,167,1,0,0,0,1,0,0,489
13,1,2,1,1,1,0,10,1,0,2,3,93,0.93,12,1,1,0,0,0,0,1,0,69
7,0.86,1,1,1,1,0,35,1,45,13,2,100,1.13,61,13,1,0,0,0,0,1,0,99
9,1,1,1,1,1,0,20,1,30,37,19,93,6.63,91,35,1,0,0,0,0,1,0,115
10,1,2,1,1,1,0,20,1,30,35,24,93,6.43,37,30,1,0,0,0,0,1,0,69
11,1,2,1.5,1,1,100,35,1,8,5,3,100,1.3,62,1,0,1,0,0,0,1,0,42
33,1,1,1,1,1,0,55,1,20,25,13,94,3.25,23,65,0,1,0,0,0,1,0,65
13,0.91,1,2,1,1,0,16,1,19,75,8,90,2.42,61,28,0,0,1,0,0,1,0,40
15,1,2,1.5,1,1,250,25,1,15,0,12,98,3.87,53,1,0,1,0,0,0,1,0,105
34,1,4,1,1,2,150,75,2,30,37,15,95,3.95,75,183,0,0,1,0,0,1,0,79
32,1,4,1,2,2,150,20,1,10,0,5,100,2.5,84,49,0,1,0,0,1,0,0,95
11,1,2,1,1,1,0,0,1,20,0,7,97,1.86,83,1,0,1,0,0,0,1,0,56
9,1,2,1,1,1,0,0,1,0,0,7,100,2.23,7,1,0,1,0,0,0,1,0,68
22,0.98,4,1,1,2,400,75,2,5,354,10,90,2.78,82,183,1,0,0,0,1,0,0,221
12,1,2,1,1,2,0,35,1,10,70,26,96,7.03,91,13,0,1,0,0,0,1,0,58
18,1,6,1,2,3,100,99,4,10,51,10,100,2.68,94,1,0,0,1,0,1,0,0,189
11,1,2,1,1,1,500,99,2,25,0,1,100,0.38,85,166,1,0,0,0,1,0,0,250
18,1,6,1,2,3,500,60,3,15,178,12,90,3.13,64,176,0,0,1,0,1,0,0,135
15,1,2,1,1,2,0,50,2,20,37,2,100,2,45,121,0,0,1,0,0,1,0,55
33,1,5,1,2,2,0,99,2,15,329,17,95,4.51,67,52,0,0,1,0,1,0,0,95
8,1,2,1,1,1,0,15,1,10,0,3,100,0.89,73,1,1,0,0,0,0,1,0,75
32,1,4,1,0,3,0,70,2,60,63,14,97,3.59,80,17,0,1,0,0,1,0,0,90
32,1,2,1,0,1,0,70,2,0,55,14,99,3.39,80,17,0,1,0,0,1,0,0,90
7,1,6,1,3,3,400,0,1,0,310,17,92,4.47,49,26,0,1,0,0,1,0,0,223
21,1,3,1,1,1,500,35,2,40,267,4,90,1.26,84,13,0,1,0,0,0,1,0,150
9,1,4,1,1,2,200,120,1,0,212,14,91,4.24,111,1,1,0,0,0,1,0,0,260
32,1,2,1,0,1,0,70,2,60,48,15,92,3.66,78,17,0,1,0,0,1,0,0,104
32,1,2,1,0,1,0,70,2,60,50,10,94,2.42,78,17,0,1,0,0,1,0,0,90
7,1,2,1,1,1,300,100,1,0,0,7,97,1.98,31,1,1,0,0,0,1,0,0,150
31,1,2,1,1,1,100,5,2,30,12,18,97,7.01,84,92,0,1,0,0,0,1,0,50
26,1,6,2.5,2,2,0,95,1,0,4,1,100,0.42,80,20,0,1,0,0,1,0,0,300
27,1,4,1,2,2,100,0,4,75,176,8,93,2.53,59,40,1,0,0,0,1,0,0,325
21,1,2,1,0,0,0,77,1,0,19,7,100,2.44,76,25,1,0,0,0,1,0,0,175
22,1,2,1,1,1,0,69,2,10,189,3,93,0.74,54,1,0,0,1,0,0,1,0,33
30,1,2,1,1,1,100,50,1,0,0,14,97,3.65,61,153,1,0,0,0,0,1,0,110
11,1,4,1,1,2,0,75,1,0,2,3,90,3,71,1,1,0,0,0,1,0,0,197
9,1,2,1,1,1,100,0,1,10,154,20,98,5.5,57,22,0,1,0,0,0,1,0,80
32,1,2,1,1,1,0,20,1,20,242,20,93,5.04,86,76,0,1,0,0,0,1,0,48
11,1,2,1,1,1,0,35,2,40,0,8,98,2.4,86,1,1,0,0,0,0,1,0,200
31,1,1,1,0,0,0,50,1,100,24,1,100,0.5,9,21,0,0,1,0,1,0,0,130
11,1,2,2,1,1,200,33,1,55,364,1,100,0.58,27,8,0,1,0,0,0,1,0,239
16,0.8,2,1,1,1,0,20,1,15,365,1,80,0.52,1,139,0,1,0,0,0,1,0,50
12,1,1,1,1,1,200,50,1,0,220,13,100,3.71,88,1,0,0,1,0,0,1,0,50
20,0.8,2,1,1,2,0,50,1,0,170,1,100,1,4,7,0,1,0,0,1,0,0,149
24,0.98,4,1,1,2,500,130,2,5,343,1,100,1,44,190,1,0,0,0,1,0,0,177
7,1,1,1,0,1,250,79,1,40,0,8,88,2.47,53,1,0,1,0,0,1,0,0,50
42,1,4,1,1,2,200,50,2,30,292,18,92,4.46,75,24,1,0,0,0,1,0,0,219
44,0.85,8,1,1,1,200,0,2,10,317,2,100,0.5,91,174,0,1,0,0,1,0,0,80
8,1,2,1,1,1,400,50,1,25,0,1,100,0.88,49,31,0,1,0,0,0,1,0,50
46,1,5,1,1,2,250,45,1,45,316,4,95,2.22,76,7,0,1,0,0,0,1,0,60
14,1,2,1,1,1,100,50,1,0,0,6,100,1.58,35,73,0,1,0,0,0,1,0,95
63,1,6,2,2,3,350,80,1,0,10,16,98,5.78,60,58,0,1,0,0,1,0,0,159
16,1,2,1,1,1,200,50,1,40,275,8,100,3,78,1,1,0,0,0,0,1,0,120
23,0.92,5,1,2,3,100,125,1,0,271,14,96,3.59,81,46,0,1,0,0,1,0,0,135
59,1,6,1,1,2,1000,100,3,25,304,16,99,4.57,93,15,1,0,0,0,1,0,0,325
34,1,4,1,2,2,0,75,1,0,86,5,96,2.94,67,14,0,1,0,0,1,0,0,190
13,1,2,1.5,1,1,100,25,1,15,365,1,100,1,55,5,1,0,0,0,0,1,0,52
10,1,2,1,1,1,0,35,1,10,9,12,97,3.64,60,1,0,1,0,0,0,1,0,60
16,0.91,2,2,1,1,0,16,1,19,64,7,91,1.74,62,28,0,0,1,0,0,1,0,45
13,0.91,1,2,1,0,0,16,1,19,66,6,80,1.54,61,3,0,0,1,0,0,1,0,45
10,1,1,1,1,1,0,30,1,0,158,18,98,4.74,96,1,0,1,0,0,0,1,0,49
10,1,1,1,1,1,0,30,1,10,169,16,98,4.36,96,30,0,1,0,0,0,1,0,55
6,0.57,2,1,1,1,100,15,1,0,61,4,93,1,56,1,0,1,0,0,0,1,0,60
8,0.79,2,1,1,1,0,10,1,0,110,8,98,2.26,43,1,0,0,1,0,0,1,0,55
38,1,3,1,0,1,0,20,2,10,16,2,100,2,35,1,1,0,0,0,1,0,0,128
16,1,3,1,1,2,0,0,3,25,66,23,97,5.95,91,6,0,0,1,0,1,0,0,115
6,1,1,1,1,1,100,20,1,25,88,1,80,0.28,80,1,0,1,0,0,0,1,0,65
10,0.89,4,1,2,2,200,85,1,0,46,4,100,1.29,69,22,0,1,0,0,1,0,0,115
25,1,6,1,2,5,0,90,4,20,342,7,97,3.62,44,24,0,1,0,0,1,0,0,150
10,1,2,1,1,1,250,65,1,0,0,5,100,1.24,40,35,0,1,0,0,0,1,0,59
12,1,2,1,0,1,0,95,1,0,64,22,99,5.5,60,170,1,0,0,0,1,0,0,175
10,1,6,1,2,1,0,50,4,25,346,16,100,4.21,65,1,1,0,0,0,1,0,0,325
32,1,1,1,1,1,550,6,2,85,304,7,80,2.26,88,107,0,0,1,0,0,1,0,115
17,1,2,1,1,1,400,110,1,0,126,8,95,2.29,8,30,0,1,0,0,1,0,0,120
12,1,2,1,1,1,0,25,1,0,0,4,100,1.29,70,1,1,0,0,0,0,1,0,100
20,1,3,1,1,2,250,15,1,5,24,10,100,2.7,73,1,1,0,0,0,1,0,0,190
23,1,6,1,1,1,200,99,1,0,75,12,95,3.03,49,110,1,0,0,0,1,0,0,165
8,1,3,1,1,1,250,80,3,0,0,15,91,4.09,82,1,0,1,0,0,1,0,0,70
20,1,5,1,2,2,0,60,2,30,42,19,92,5.43,67,10,1,0,0,0,0,1,0,145
44,1,2,2,1,1,150,30,1,20,254,23,99,6,84,71,1,0,0,0,0,1,0,90
44,1,2,2,1,1,150,30,1,20,238,18,99,5.74,84,71,1,0,0,0,0,1,0,90
63,1,2,1.5,1,1,500,35,2,50,61,6,100,2.14,23,56,0,1,0,0,0,1,0,175
7,1,3,1,1,1,150,50,3,50,3,6,97,1.94,60,1,1,0,0,0,1,0,0,170
46,1,4,1,2,2,0,60,1,20,0,3,93,2.05,84,23,0,1,0,0,0,1,0,90
3,1,2,0.5,1,1,350,50,2,25,119,1,80,0.63,30,15,0,1,0,0,0,1,0,65
7,1,2,1,1,1,0,0,1,30,0,5,92,1.29,12,1,0,1,0,0,0,1,0,55
17,1,5,1,2,3,500,80,5,75,275,14,96,4.2,79,127,0,1,0,0,1,0,0,95
43,1,4,1,2,2,300,49,3,29,49,7,100,1.88,20,1,1,0,0,0,1,0,0,199
15,0.9,3,1,0,2,300,50,2,50,72,4,90,1.09,67,1,1,0,0,0,1,0,0,200
10,1,2,1,1,1,100,30,1,0,65,13,95,3.42,52,1,1,0,0,0,0,1,0,50
17,1,4,1,2,2,0,100,4,0,0,13,100,5.91,88,4,1,0,0,0,1,0,0,299
22,1,2,1,1,1,0,25,1,24,30,14,96,5.25,90,59,1,0,0,0,0,1,0,100
9,1,3,1,2,2,0,60,1,0,92,1,100,0.59,82,1,1,0,0,0,1,0,0,185
21,1,2,1,1,1,250,80,1,0,319,8,93,2.03,34,1,1,0,0,0,1,0,0,200
10,1,1,1,1,1,0,50,1,30,352,3,100,1.55,43,8,0,0,1,0,0,1,0,80
9,1,2,1,1,1,250,120,2,50,9,13,98,3.86,85,18,1,0,0,0,1,0,0,150
15,1,4,1,1,2,100,65,3,25,308,10,100,3.9,10,13,0,1,0,0,1,0,0,117
5,1,4,1,2,2,0,50,4,50,38,6,100,1.51,92,1,0,1,0,0,1,0,0,180
21,1,1,1,1,1,0,0,1,0,36,3,73,2.57,86,54,1,0,0,0,0,1,0,150
37,1,2,1,0,1,0,30,1,0,234,25,94,7.01,91,1,0,1,0,0,0,1,0,93
15,1,2,1,1,1,0,75,2,50,179,3,100,0.99,55,1,0,1,0,0,0,1,0,60
18,0.9,2,1,1,1,0,80,1,15,175,3,100,1.32,69,1,0,1,0,0,0,1,0,81
25,1,1,1,1,1,0,50,1,0,4,1,100,0.37,55,11,0,1,0,0,0,1,0,70
29,1,2,1,1,1,0,10,2,30,90,2,100,1.02,56,1,0,1,0,0,0,1,0,21
17,1,2,1,1,1,250,75,1,0,0,1,100,0.48,18,1,1,0,0,0,1,0,0,225
21,0.9,6,1,2,2,150,80,1,0,190,7,77,3.44,83,1,0,1,0,0,1,0,0,168
20,1,5,1,1,2,0,75,1,0,157,3,100,1.06,10,72,0,1,0,0,1,0,0,200
12,1,3,1,1,2,800,0,1,20,2,3,93,1.11,68,1,1,0,0,0,1,0,0,250
23,1,2,1,1,1,0,0,1,30,13,13,95,3.79,68,93,0,0,1,0,0,1,0,85
8,1,2,1,1,1,200,100,1,0,138,2,100,1.03,79,1,1,0,0,0,1,0,0,225
15,1,2,1,1,1,500,40,1,15,0,3,100,2.43,59,55,0,1,0,0,0,1,0,75
7,1,2,1,1,1,100,0,1,10,150,3,93,0.78,69,1,0,0,1,0,0,1,0,35
14,1,2,1,1,1,150,50,2,100,156,2,100,1.02,37,20,0,1,0,0,0,1,0,82
29,1,2,1,1,1,0,40,1,10,53,9,100,3.1,62,84,0,0,1,0,0,1,0,80
11,1,3,1,1,2,100,85,2,15,80,5,100,2.31,86,70,1,0,0,0,0,1,0,75
8,0.69,2,1,1,2,100,15,2,18,115,7,86,2.84,65,25,1,0,0,0,0,1,0,86
27,1,4,2,2,2,200,85,1,0,47,5,96,1.9,63,1,0,1,0,0,1,0,0,319
18,1,1,2,1,2,0,10,2,20,356,1,100,0.39,31,1,0,1,0,0,0,1,0,100
24,1,8,1,3,4,400,105,4,20,45,24,90,6.43,42,58,0,1,0,0,1,0,0,260
29,1,2,1,1,1,100,50,1,0,10,3,93,0.84,61,54,1,0,0,0,0,1,0,70
12,0.94,4,2,1,3,0,25,2,10,272,7,94,2.02,77,78,0,1,0,0,0,1,0,65
28,1,6,1,2,4,0,105,4,25,91,10,96,3.45,81,1,1,0,0,0,0,1,0,249
21,1,2,1,0,1,0,60,1,0,29,22,92,7.02,79,46,1,0,0,0,1,0,0,150
13,1,2,2,1,1,0,20,1,15,4,15,99,4.55,87,1,1,0,0,0,0,1,0,50
6,1,2,1,1,1,0,70,1,0,21,6,100,1.59,56,1,1,0,0,0,1,0,0,250
34,1,2,1,1,1,0,50,2,50,250,5,96,2.03,87,1,0,1,0,0,1,0,0,100
31,1,2,1,1,1,500,85,1,0,30,20,97,5.22,77,75,1,0,0,0,1,0,0,168
11,0.9,2,1,1,2,0,15,1,0,178,7,100,2.44,41,30,1,0,0,0,0,1,0,82
15,0.9,2,1.5,1,1,0,35,1,35,1,10,100,4.05,72,3,0,1,0,0,0,1,0,85
12,1,2,0,1,1,0,50,1,20,1,8,90,2.58,30,13,1,0,0,0,1,0,0,160
20,1,2,1,1,1,200,0,1,0,49,17,94,5,73,1,1,0,0,0,0,1,0,72
38,1,4,1,1,2,300,60,3,25,75,15,99,4.89,87,124,0,1,0,0,1,0,0,150
42,1,2,1.5,1,1,100,15,1,10,83,3,100,3,80,53,0,1,0,0,0,1,0,80
9,1,6,1,2,2,150,49,4,50,10,6,100,1.59,61,29,1,0,0,0,1,0,0,150
14,1,2,1,1,1,150,25,1,10,109,8,100,3,91,16,0,1,0,0,0,1,0,45
22,0.98,8,2,3,4,400,150,6,5,262,6,100,2.43,82,183,1,0,0,0,1,0,0,520
9,1,4,1,1,2,0,75,1,0,59,2,100,0.98,31,6,0,1,0,0,1,0,0,300
31,1,4,1,1,2,200,50,3,30,90,11,98,4.34,69,68,1,0,0,0,1,0,0,160
31,1,6,1,2,3,0,50,1,0,71,15,95,6.72,27,113,0,1,0,0,1,0,0,160
42,1,4,1,2,2,350,80,2,5,161,13,100,3.71,73,100,0,1,0,0,1,0,0,110
18,1,2,1,1,0,0,75,1,0,31,4,100,1.32,74,1,0,1,0,0,1,0,0,94
12,1,4,1,2,2,200,125,1,0,306,8,88,2.89,75,1,1,0,0,0,1,0,0,299
10,1,2,1,1,1,300,99,1,25,13,7,97,1.96,76,19,1,0,0,0,0,1,0,120
10,1,3,1,0,1,0,20,1,0,6,3,100,1.36,42,17,1,0,0,0,1,0,0,204
20,0.8,2,1,1,1,100,10,1,30,188,5,92,1.6,54,1,0,0,1,0,0,1,0,52
12,1,6,1,2,4,0,120,4,75,24,12,100,3.87,63,4,1,0,0,0,1,0,0,195
14,1,2,1,0,0,0,30,1,30,188,2,100,0.59,85,11,1,0,0,0,1,0,0,99
19,1,1,1,1,1,0,25,1,0,2,6,100,1.78,37,15,0,1,0,0,0,1,0,50
12,0.97,2,1.5,1,1,100,65,1,0,260,4,75,1.14,28,67,1,0,0,0,0,1,0,70
5,1,2,1,1,1,200,120,1,0,66,1,80,0.7,38,10,1,0,0,0,1,0,0,350
5,0.9,2,1,1,1,0,35,1,0,85,12,92,3.53,81,9,1,0,0,0,0,1,0,129
13,1,2,1,1,1,100,50,1,25,123,1,100,0.51,57,188,1,0,0,0,0,1,0,180
13,1,2,1,1,2,0,55,1,0,21,18,91,5.35,88,25,1,0,0,0,0,1,0,84
8,1,3,1,1,1,500,95,2,25,334,8,83,2.82,82,166,1,0,0,0,1,0,0,148
27,1,6,1,3,3,0,150,1,0,16,3,100,3,16,6,0,1,0,0,1,0,0,285
9,0.58,2,1,1,1,0,50,1,10,4,5,100,1.33,70,5,1,0,0,0,1,0,0,150
12,0.94,3,1,0,1,0,0,3,15,8,12,92,3.56,78,4,0,1,0,0,1,0,0,75
21,1,4,1,1,2,0,90,1,25,19,6,100,2.12,77,46,1,0,0,0,1,0,0,250
12,1,6,2,2,2,200,120,1,0,26,10,96,3.75,105,1,1,0,0,0,1,0,0,375
21,1,4,1.5,1,1,1000,199,1,0,303,3,100,1.32,80,1,1,0,0,0,1,0,0,399
23,1,2,1,1,1,299,85,2,25,0,7,97,2.5,53,180,0,1,0,0,1,0,0,95
